Primary star name,All star names,Mass [MSun],Mass [MSun] errorminus,Mass [MSun] errorplus,Radius [RSun],Radius [RSun] errorminus,Radius [RSun] errorplus,Age [Gyr],Age [Gyr] errorminus,Age [Gyr] errorplus,Age [Gyr] lowerlimit,Age [Gyr] upperlimit,Metallicity [Fe/H],Metallicity [Fe/H] errorminus,Metallicity [Fe/H] errorplus,Temperature [K],Temperature [K] errorminus,Temperature [K] errorplus,Spectral type,Visual magnitude,Visual magnitude errorminus,Visual magnitude errorplus,source (xml)
Kepler-1134,Kepler-1134,0.84,0.05,0.05,0.81,0.06,0.06,,,,,,-0.10,0.18,0.16,5281.0,135.5,169.7,,,,,Kepler-1134.xml
Kepler-1135,Kepler-1135,0.96,0.05,0.04,0.94,0.07,0.17,,,,,,0.02,0.17,0.13,5656.0,72.9,66.4,,,,,Kepler-1135.xml
Kepler-1136,Kepler-1136,0.72,0.04,0.03,0.68,0.03,0.02,,,,,,0.03,0.17,0.15,4512.0,47.8,46.4,,,,,Kepler-1136.xml
Kepler-1137,Kepler-1137,1.50,0.14,0.23,1.84,0.33,0.69,,,,,,0.05,0.16,0.13,6807.0,120.3,117.8,,,,,Kepler-1137.xml
Kepler-1138,Kepler-1138,0.95,0.04,0.04,0.92,0.06,0.13,,,,,,0.04,0.15,0.14,5582.0,65.2,62.2,,,,,Kepler-1138.xml
Kepler-1139,Kepler-1139,0.94,0.05,0.04,0.91,0.06,0.12,,,,,,0.05,0.15,0.13,5550.0,153.9,105.4,,,,,Kepler-1139.xml
Kepler-114,Kepler-114|KOI-156|KIC 10925104,0.7090,0.0230,0.0230,0.667,.035,0.035,,,,,,,,,4605,100,100,,,,,Kepler-114.xml
Kepler-1140,Kepler-1140,0.76,0.04,0.04,0.73,0.04,0.03,,,,,,-0.08,0.18,0.15,4850.0,47.7,53.1,,,,,Kepler-1140.xml
Kepler-1141,Kepler-1141,1.01,0.04,0.03,1.07,0.10,0.15,,,,,,0.04,0.09,0.09,5791.0,65.1,58.4,,,,,Kepler-1141.xml
Kepler-1142,Kepler-1142,0.97,0.06,0.05,0.96,0.08,0.24,,,,,,0.02,0.17,0.12,5685.0,132.1,98.6,,,,,Kepler-1142.xml
Kepler-1143,Kepler-1143,0.81,0.05,0.05,0.77,0.04,0.05,,,,,,-0.06,0.17,0.15,5053.0,130.2,192.9,,,,,Kepler-1143.xml
Kepler-1144,Kepler-1144,0.98,0.06,0.05,0.96,0.07,0.14,,,,,,-0.03,0.18,0.14,5753.0,86.3,91.9,,,,,Kepler-1144.xml
Kepler-1145,Kepler-1145,0.79,0.05,0.05,0.75,0.05,0.05,,,,,,-0.13,0.19,0.18,5064.0,117.4,161.0,,,,,Kepler-1145.xml
Kepler-1146,Kepler-1146,0.74,0.04,0.03,0.70,0.04,0.02,,,,,,-0.06,0.16,0.14,4692.0,42.2,45.9,,,,,Kepler-1146.xml
Kepler-1147,Kepler-1147,1.09,0.06,0.09,1.14,0.13,0.35,,,,,,0.11,0.14,0.15,5941.0,114.4,84.8,,,,,Kepler-1147.xml
Kepler-1148,Kepler-1148,0.81,0.04,0.04,0.77,0.04,0.04,,,,,,-0.02,0.16,0.15,5054.0,98.3,99.6,,,,,Kepler-1148.xml
Kepler-1149,Kepler-1149,1.02,0.07,0.07,1.01,0.10,0.18,,,,,,0.02,0.17,0.15,5833.0,177.0,117.2,,,,,Kepler-1149.xml
Kepler-115,Kepler-115|KOI-159|KIC 8972058,1.0400,0.1100,0.1100,1.205,.230,0.230,,,,,,,,,5979,32,132,,,,,Kepler-115.xml
Kepler-1150,Kepler-1150,0.76,0.04,0.03,0.72,0.03,0.03,,,,,,0.01,0.16,0.15,4754.0,77.3,80.4,,,,,Kepler-1150.xml
Kepler-1151,Kepler-1151,0.88,0.06,0.05,0.85,0.06,0.08,,,,,,-0.11,0.19,0.17,5470.0,93.6,97.2,,,,,Kepler-1151.xml
Kepler-1152,Kepler-1152,0.55,0.03,0.04,0.53,0.03,0.03,,,,,,-0.25,0.11,0.14,3964.0,45.7,46.5,,,,,Kepler-1152.xml
Kepler-1153,Kepler-1153,0.91,0.04,0.04,0.88,0.05,0.10,,,,,,0.03,0.16,0.13,5470.0,93.5,75.2,,,,,Kepler-1153.xml
Kepler-1154,Kepler-1154,1.26,0.16,0.25,1.43,0.29,0.65,,,,,,0.04,0.16,0.14,6327.0,262.9,317.3,,,,,Kepler-1154.xml
Kepler-1155,Kepler-1155,1.03,0.06,0.07,1.03,0.10,0.22,,,,,,0.04,0.16,0.14,5842.0,141.6,115.9,,,,,Kepler-1155.xml
Kepler-1156,Kepler-1156,1.00,0.04,0.03,1.00,0.06,0.09,,,,,,0.02,0.10,0.10,5778.0,59.0,67.4,,,,,Kepler-1156.xml
Kepler-1157,Kepler-1157,0.76,0.04,0.03,0.71,0.03,0.03,,,,,,0.05,0.18,0.15,4679.0,58.0,54.7,,,,,Kepler-1157.xml
Kepler-1158,Kepler-1158,1.41,0.13,0.13,1.95,0.38,0.37,,,,,,0.18,0.10,0.10,6203.0,81.1,91.2,,,,,Kepler-1158.xml
Kepler-1159,Kepler-1159,1.19,0.11,0.17,1.28,0.20,0.56,,,,,,0.04,0.15,0.14,6217.0,196.7,147.7,,,,,Kepler-1159.xml
Kepler-116,Kepler-116|KOI-171|KIC 7831264,1.2060,0.0680,0.0680,1.454,.273,0.273,,,,,,,,,6142,100,100,,,,,Kepler-116.xml
Kepler-1160,Kepler-1160,0.92,0.04,0.04,0.89,0.05,0.11,,,,,,0.01,0.16,0.13,5519.0,63.4,61.2,,,,,Kepler-1160.xml
Kepler-1161,Kepler-1161,0.59,0.04,0.03,0.57,0.03,0.03,,,,,,-0.35,0.15,0.13,4253.0,52.8,55.1,,,,,Kepler-1161.xml
Kepler-1162,Kepler-1162,0.89,0.04,0.04,0.84,0.05,0.07,,,,,,-0.03,0.15,0.15,5390.0,58.9,61.7,,,,,Kepler-1162.xml
Kepler-1163,Kepler-1163,1.22,0.05,0.07,1.35,0.13,0.23,,,,,,0.02,0.09,0.08,6302.0,64.0,69.7,,,,,Kepler-1163.xml
Kepler-1164,Kepler-1164,0.85,0.04,0.03,0.79,0.02,0.02,,,,,,-0.03,0.10,0.10,5183.0,63.8,80.3,,,,,Kepler-1164.xml
Kepler-1165,Kepler-1165,1.13,0.08,0.12,1.18,0.14,0.39,,,,,,0.05,0.15,0.14,6080.0,116.0,97.2,,,,,Kepler-1165.xml
Kepler-1166,Kepler-1166,0.90,0.05,0.04,0.86,0.06,0.10,,,,,,-0.02,0.18,0.14,5446.0,87.6,83.2,,,,,Kepler-1166.xml
Kepler-1167,Kepler-1167,0.79,0.05,0.04,0.75,0.04,0.04,,,,,,-0.05,0.17,0.16,4971.0,125.1,96.6,,,,,Kepler-1167.xml
Kepler-1168,Kepler-1168,0.87,0.04,0.04,0.82,0.04,0.04,,,,,,0.13,0.17,0.15,5157.0,55.9,47.0,,,,,Kepler-1168.xml
Kepler-1169,Kepler-1169,1.24,0.04,0.04,1.23,0.05,0.06,,,,,,0.26,0.06,0.07,6191.0,76.5,80.5,,,,,Kepler-1169.xml
Kepler-117,Kepler-117|KOI-209|KIC 10723750|UCAC3 277-144185,1.129,0.023,0.13,1.606,0.049,0.049,5.3,1.4,1.4,,,-0.04,0.10,0.10,6150,110,110,,14.29,0.018,0.018,Kepler-117.xml
Kepler-1170,Kepler-1170,0.80,0.05,0.04,0.76,0.05,0.05,,,,,,-0.09,0.19,0.18,5069.0,96.5,120.4,,,,,Kepler-1170.xml
Kepler-1171,Kepler-1171,1.58,0.17,0.18,1.95,0.38,0.51,,,,,,-0.01,0.17,0.15,7044.0,199.1,277.7,,,,,Kepler-1171.xml
Kepler-1172,Kepler-1172,0.92,0.06,0.06,0.89,0.07,0.11,,,,,,-0.04,0.19,0.14,5558.0,137.7,144.9,,,,,Kepler-1172.xml
Kepler-1173,Kepler-1173,0.86,0.05,0.04,0.82,0.04,0.06,,,,,,0.00,0.16,0.15,5252.0,116.8,92.5,,,,,Kepler-1173.xml
Kepler-1174,Kepler-1174,1.04,0.07,0.07,1.04,0.10,0.20,,,,,,-0.04,0.20,0.15,5936.0,103.8,117.3,,,,,Kepler-1174.xml
Kepler-1175,Kepler-1175,0.90,0.05,0.04,0.86,0.06,0.07,,,,,,-0.04,0.18,0.15,5453.0,80.4,66.2,,,,,Kepler-1175.xml
Kepler-1176,Kepler-1176,1.01,0.08,0.11,1.02,0.13,0.26,,,,,,-0.01,0.17,0.14,5844.0,268.6,264.6,,,,,Kepler-1176.xml
Kepler-1177,Kepler-1177,0.98,0.04,0.03,0.97,0.05,0.07,,,,,,0.02,0.10,0.10,5712.0,66.7,63.0,,,,,Kepler-1177.xml
Kepler-1178,Kepler-1178,0.80,0.04,0.04,0.75,0.04,0.03,,,,,,-0.05,0.17,0.15,4990.0,68.5,58.4,,,,,Kepler-1178.xml
Kepler-1179,Kepler-1179,0.84,0.05,0.04,0.81,0.04,0.05,,,,,,-0.03,0.17,0.15,5212.0,65.7,65.5,,,,,Kepler-1179.xml
Kepler-118,Kepler-118|KOI-216|KIC 6152974,0.7700,0.1300,0.1300,1.094,.489,0.489,,,,,,,,,5274,200,200,,,,,Kepler-118.xml
Kepler-1180,Kepler-1180,1.09,0.09,0.16,1.14,0.15,0.31,,,,,,0.00,0.18,0.14,6077.0,227.0,243.5,,,,,Kepler-1180.xml
Kepler-1181,Kepler-1181,1.17,0.10,0.17,1.30,0.21,0.54,,,,,,0.03,0.17,0.13,6176.0,87.3,82.3,,,,,Kepler-1181.xml
Kepler-1182,Kepler-1182,1.04,0.09,0.11,1.05,0.13,0.26,,,,,,0.01,0.18,0.14,5924.0,241.8,202.4,,,,,Kepler-1182.xml
Kepler-1183,Kepler-1183,1.00,0.07,0.06,0.99,0.10,0.18,,,,,,0.04,0.17,0.14,5765.0,176.4,121.5,,,,,Kepler-1183.xml
Kepler-1184,Kepler-1184,1.05,0.07,0.07,1.07,0.11,0.20,,,,,,-0.04,0.18,0.15,5983.0,118.7,110.0,,,,,Kepler-1184.xml
Kepler-1185,Kepler-1185,0.96,0.02,0.02,0.87,0.02,0.02,,,,,,-0.04,0.09,0.09,5622.0,58.8,67.7,,,,,Kepler-1185.xml
Kepler-1186,Kepler-1186,0.95,0.05,0.04,0.93,0.06,0.15,,,,,,0.00,0.17,0.14,5635.0,72.3,68.4,,,,,Kepler-1186.xml
Kepler-1187,Kepler-1187,1.06,0.07,0.09,1.09,0.12,0.21,,,,,,-0.01,0.17,0.15,5975.0,129.1,182.7,,,,,Kepler-1187.xml
Kepler-1188,Kepler-1188,1.04,0.07,0.07,1.06,0.10,0.25,,,,,,0.00,0.20,0.13,5913.0,106.8,104.3,,,,,Kepler-1188.xml
Kepler-1189,Kepler-1189,1.11,0.08,0.10,1.16,0.15,0.34,,,,,,0.08,0.14,0.14,6012.0,184.7,122.0,,,,,Kepler-1189.xml
Kepler-119,Kepler-119|KOI-220|KIC 7132798,0.9180,0.0340,0.0340,0.839,.319,0.319,,,,,,,,,5595,200,200,,,,,Kepler-119.xml
Kepler-1190,Kepler-1190,0.76,0.04,0.03,0.72,0.04,0.02,,,,,,-0.02,0.16,0.15,4730.0,39.6,40.0,,,,,Kepler-1190.xml
Kepler-1191,Kepler-1191,0.85,0.05,0.05,0.81,0.06,0.06,,,,,,-0.08,0.18,0.16,5308.0,83.3,107.8,,,,,Kepler-1191.xml
Kepler-1192,Kepler-1192,0.86,0.07,0.05,0.83,0.07,0.08,,,,,,-0.16,0.20,0.19,5438.0,57.2,67.2,,,,,Kepler-1192.xml
Kepler-1193,Kepler-1193,1.08,0.04,0.06,1.21,0.15,0.19,,,,,,0.12,0.08,0.07,5908.0,61.1,75.0,,,,,Kepler-1193.xml
Kepler-1194,Kepler-1194,0.94,0.04,0.04,0.92,0.05,0.06,,,,,,0.00,0.10,0.10,5590.0,79.8,97.1,,,,,Kepler-1194.xml
Kepler-1195,Kepler-1195,0.74,0.06,0.05,0.71,0.06,0.05,,,,,,-0.25,0.21,0.19,4965.0,80.2,111.3,,,,,Kepler-1195.xml
Kepler-1196,Kepler-1196,0.98,0.06,0.06,0.97,0.09,0.15,,,,,,0.00,0.17,0.13,5756.0,149.1,129.4,,,,,Kepler-1196.xml
Kepler-1197,Kepler-1197,0.78,0.03,0.02,0.72,0.01,0.01,,,,,,0.06,0.10,0.10,4708.0,50.9,63.3,,,,,Kepler-1197.xml
Kepler-1198,Kepler-1198,0.93,0.05,0.04,0.90,0.06,0.10,,,,,,0.03,0.17,0.16,5517.0,98.5,80.3,,,,,Kepler-1198.xml
Kepler-1199,Kepler-1199,0.94,0.06,0.10,1.17,0.16,0.21,,,,,,-0.27,0.13,0.12,5889.0,64.9,84.3,,,,,Kepler-1199.xml
Kepler-12,Kepler-12|KOI-20|KIC 11804465,1.09,0.09,0.13,1.42,0.24,0.30,,,,,,0.08,0.14,0.13,5953,123,105,G0,13.4,,,Kepler-12.xml
Kepler-120,Kepler-120|KOI-222|KIC 4249725,0.6540,0.0140,0.0140,0.534,.028,0.028,,,,,,,,,4096,50,150,,,,,Kepler-120.xml
Kepler-1200,Kepler-1200,0.74,0.05,0.04,0.70,0.04,0.03,,,,,,0.04,0.20,0.16,4612.0,140.0,101.0,,,,,Kepler-1200.xml
Kepler-1201,Kepler-1201,1.15,0.11,0.17,1.24,0.19,0.46,,,,,,0.03,0.17,0.13,6177.0,232.3,146.3,,,,,Kepler-1201.xml
Kepler-1202,Kepler-1202,1.03,0.06,0.06,1.04,0.10,0.22,,,,,,0.06,0.16,0.15,5834.0,131.5,81.0,,,,,Kepler-1202.xml
Kepler-1203,Kepler-1203,0.64,0.02,0.02,0.61,0.02,0.01,,,,,,0.01,0.09,0.09,4105.0,35.8,43.7,,,,,Kepler-1203.xml
Kepler-1204,Kepler-1204,1.03,0.06,0.06,1.03,0.10,0.29,,,,,,0.06,0.14,0.13,5825.0,121.1,88.4,,,,,Kepler-1204.xml
Kepler-1205,Kepler-1205,0.84,0.05,0.04,0.81,0.05,0.05,,,,,,-0.04,0.17,0.16,5226.0,71.3,84.8,,,,,Kepler-1205.xml
Kepler-1206,Kepler-1206,0.80,0.04,0.03,0.75,0.03,0.03,,,,,,0.07,0.15,0.15,4877.0,79.6,55.2,,,,,Kepler-1206.xml
Kepler-1207,Kepler-1207,1.06,0.06,0.06,1.06,0.10,0.23,,,,,,0.05,0.15,0.14,5909.0,99.9,88.3,,,,,Kepler-1207.xml
Kepler-1208,Kepler-1208,0.80,0.04,0.04,0.76,0.04,0.04,,,,,,-0.03,0.17,0.15,5001.0,108.6,110.9,,,,,Kepler-1208.xml
Kepler-1209,Kepler-1209,1.23,0.05,0.09,1.38,0.16,0.29,,,,,,0.12,0.08,0.09,6210.0,59.1,71.2,,,,,Kepler-1209.xml
Kepler-121,Kepler-121|KOI-223|KIC 4545187,0.8590,0.0360,0.0360,0.701,.380,0.380,,,,,,,,,5311,200,200,,,,,Kepler-121.xml
Kepler-1210,Kepler-1210,0.94,0.05,0.04,0.92,0.07,0.16,,,,,,0.04,0.17,0.14,5568.0,91.6,67.2,,,,,Kepler-1210.xml
Kepler-1211,Kepler-1211,0.96,0.07,0.06,0.94,0.08,0.13,,,,,,-0.08,0.19,0.17,5705.0,77.7,123.2,,,,,Kepler-1211.xml
Kepler-1212,Kepler-1212,1.10,0.08,0.11,1.15,0.14,0.31,,,,,,0.03,0.15,0.13,6051.0,180.6,144.8,,,,,Kepler-1212.xml
Kepler-1213,Kepler-1213,1.14,0.04,0.04,1.21,0.09,0.13,,,,,,0.13,0.08,0.08,6050.0,81.7,74.6,,,,,Kepler-1213.xml
Kepler-1214,Kepler-1214,0.85,0.04,0.03,0.80,0.03,0.04,,,,,,0.05,0.15,0.15,5130.0,48.0,48.2,,,,,Kepler-1214.xml
Kepler-1215,Kepler-1215,0.95,0.05,0.04,0.93,0.07,0.13,,,,,,0.01,0.16,0.14,5616.0,130.1,92.6,,,,,Kepler-1215.xml
Kepler-1216,Kepler-1216,0.99,0.05,0.04,0.98,0.07,0.15,,,,,,0.03,0.16,0.14,5743.0,78.0,73.7,,,,,Kepler-1216.xml
Kepler-1217,Kepler-1217,1.06,0.06,0.07,1.08,0.10,0.26,,,,,,0.07,0.16,0.14,5905.0,103.7,82.9,,,,,Kepler-1217.xml
Kepler-1218,Kepler-1218,1.06,0.05,0.05,1.10,0.09,0.11,,,,,,-0.02,0.11,0.10,5986.0,76.6,91.3,,,,,Kepler-1218.xml
Kepler-1219,Kepler-1219,1.25,0.12,0.14,1.94,0.40,0.50,,,,,,0.05,0.09,0.14,5944.0,81.7,91.3,,,,,Kepler-1219.xml
Kepler-122,Kepler-122|KOI-232|KIC 4833421,1.0700,0.1000,0.1000,1.216,0.239,0.239,,,,,,,,,6050,37,137,,,,,Kepler-122.xml
Kepler-1220,Kepler-1220,1.00,0.08,0.12,0.99,0.12,0.21,,,,,,-0.04,0.18,0.14,5842.0,266.3,246.4,,,,,Kepler-1220.xml
Kepler-1221,Kepler-1221,0.87,0.04,0.04,0.82,0.03,0.05,,,,,,0.09,0.16,0.16,5194.0,51.5,45.8,,,,,Kepler-1221.xml
Kepler-1222,Kepler-1222,0.84,0.05,0.04,0.80,0.05,0.05,,,,,,-0.04,0.18,0.15,5239.0,82.3,71.0,,,,,Kepler-1222.xml
Kepler-1223,Kepler-1223,0.80,0.04,0.03,0.75,0.03,0.03,,,,,,0.04,0.17,0.16,4870.0,52.2,49.9,,,,,Kepler-1223.xml
Kepler-1224,Kepler-1224,1.18,0.03,0.04,1.22,0.07,0.10,,,,,,0.14,0.08,0.08,6155.0,56.7,64.8,,,,,Kepler-1224.xml
Kepler-1225,Kepler-1225,1.13,0.09,0.14,1.19,0.15,0.40,,,,,,0.01,0.18,0.14,6140.0,147.7,133.4,,,,,Kepler-1225.xml
Kepler-1226,Kepler-1226,1.02,0.07,0.08,1.02,0.10,0.18,,,,,,-0.08,0.20,0.16,5923.0,124.2,147.6,,,,,Kepler-1226.xml
Kepler-1227,Kepler-1227,0.97,0.07,0.06,0.95,0.08,0.15,,,,,,-0.04,0.19,0.14,5747.0,151.1,108.4,,,,,Kepler-1227.xml
Kepler-1228,Kepler-1228,0.78,0.06,0.05,0.74,0.07,0.05,,,,,,-0.18,0.25,0.18,5063.0,81.2,94.8,,,,,Kepler-1228.xml
Kepler-1229,Kepler-1229,0.54,0.04,0.03,0.51,0.03,0.03,,,,,,-0.06,0.11,0.09,3784.0,38.6,38.9,,,,,Kepler-1229.xml
Kepler-123,Kepler-123|KOI-238|KIC 7219825,,,,1.264,.243,0.243,,,,,,,,,6089,21,121,,,,,Kepler-123.xml
Kepler-1230,Kepler-1230,1.06,0.06,0.08,1.08,0.10,0.19,,,,,,0.01,0.15,0.14,5961.0,116.2,134.0,,,,,Kepler-1230.xml
Kepler-1231,Kepler-1231,1.01,0.05,0.06,1.00,0.08,0.20,,,,,,0.06,0.15,0.15,5778.0,107.4,80.3,,,,,Kepler-1231.xml
Kepler-1232,Kepler-1232,0.92,0.04,0.04,0.89,0.05,0.11,,,,,,0.06,0.15,0.15,5471.0,111.9,75.3,,,,,Kepler-1232.xml
Kepler-1233,Kepler-1233,1.16,0.10,0.18,1.25,0.18,0.52,,,,,,0.02,0.16,0.13,6198.0,168.5,139.1,,,,,Kepler-1233.xml
Kepler-1234,Kepler-1234,0.80,0.04,0.03,0.76,0.03,0.03,,,,,,0.01,0.16,0.14,4967.0,63.0,56.4,,,,,Kepler-1234.xml
Kepler-1235,Kepler-1235,0.93,0.05,0.04,0.90,0.06,0.12,,,,,,0.01,0.17,0.14,5541.0,83.3,78.9,,,,,Kepler-1235.xml
Kepler-1236,Kepler-1236,0.86,0.05,0.05,0.82,0.05,0.07,,,,,,-0.09,0.17,0.15,5337.0,154.2,156.0,,,,,Kepler-1236.xml
Kepler-1237,Kepler-1237,0.94,0.04,0.04,0.90,0.06,0.12,,,,,,0.12,0.16,0.16,5472.0,109.1,73.6,,,,,Kepler-1237.xml
Kepler-1238,Kepler-1238,1.30,0.18,0.24,1.48,0.32,0.65,,,,,,0.05,0.14,0.13,6386.0,299.5,341.3,,,,,Kepler-1238.xml
Kepler-1239,Kepler-1239,1.40,0.09,0.08,1.57,0.16,0.20,,,,,,0.22,0.17,0.13,6564.0,198.4,153.5,,,,,Kepler-1239.xml
Kepler-124,Kepler-124|KOI-241|KIC 11288051,0.8410,0.0270,0.0270,0.636,.030,0.030,,,,,,,,,4984,100,100,,,,,Kepler-124.xml
Kepler-1240,Kepler-1240,0.98,0.05,0.05,0.96,0.08,0.16,,,,,,0.04,0.16,0.14,5682.0,116.7,103.3,,,,,Kepler-1240.xml
Kepler-1241,Kepler-1241,0.84,0.06,0.05,0.80,0.05,0.06,,,,,,-0.09,0.18,0.15,5261.0,119.8,180.7,,,,,Kepler-1241.xml
Kepler-1242,Kepler-1242,0.77,0.04,0.04,0.74,0.04,0.03,,,,,,-0.05,0.17,0.13,4895.0,57.6,84.6,,,,,Kepler-1242.xml
Kepler-1243,Kepler-1243,0.96,0.06,0.05,0.94,0.07,0.15,,,,,,0.01,0.17,0.14,5667.0,139.8,113.9,,,,,Kepler-1243.xml
Kepler-1244,Kepler-1244,1.46,0.14,0.26,1.77,0.33,0.83,,,,,,0.05,0.17,0.14,6680.0,106.3,94.5,,,,,Kepler-1244.xml
Kepler-1245,Kepler-1245,0.86,0.04,0.04,0.83,0.05,0.06,,,,,,-0.01,0.16,0.14,5306.0,102.0,77.5,,,,,Kepler-1245.xml
Kepler-1246,Kepler-1246,0.73,0.04,0.03,0.69,0.04,0.02,,,,,,-0.03,0.16,0.16,4611.0,51.3,49.7,,,,,Kepler-1246.xml
Kepler-1247,Kepler-1247,0.86,0.05,0.04,0.82,0.05,0.06,,,,,,-0.05,0.16,0.14,5303.0,112.6,116.5,,,,,Kepler-1247.xml
Kepler-1248,Kepler-1248,1.21,0.04,0.04,1.21,0.05,0.06,,,,,,0.24,0.08,0.07,6149.0,74.3,83.2,,,,,Kepler-1248.xml
Kepler-1249,Kepler-1249,1.19,0.12,0.17,1.28,0.20,0.52,,,,,,0.06,0.15,0.13,6202.0,201.7,133.6,,,,,Kepler-1249.xml
Kepler-125,Kepler-125|KOI-251|KIC 10489206,0.5370,0.0370,0.0370,0.512,.021,0.021,,,,,,,,,3810,50,150,,,,,Kepler-125.xml
Kepler-1250,Kepler-1250,0.99,0.05,0.05,0.98,0.08,0.22,,,,,,0.04,0.18,0.14,5717.0,82.5,71.4,,,,,Kepler-1250.xml
Kepler-1251,Kepler-1251,0.92,0.06,0.05,0.89,0.06,0.12,,,,,,-0.04,0.18,0.15,5545.0,95.2,85.5,,,,,Kepler-1251.xml
Kepler-1252,Kepler-1252,1.06,0.09,0.09,1.09,0.14,0.27,,,,,,0.03,0.16,0.14,5949.0,218.4,144.6,,,,,Kepler-1252.xml
Kepler-1253,Kepler-1253,0.97,0.06,0.06,1.10,0.13,0.15,,,,,,-0.14,0.14,0.15,5850.0,56.4,65.9,,,,,Kepler-1253.xml
Kepler-1254,Kepler-1254,0.78,0.05,0.04,0.75,0.05,0.03,,,,,,-0.10,0.20,0.15,4985.0,45.0,53.0,,,,,Kepler-1254.xml
Kepler-1255,Kepler-1255,1.08,0.09,0.10,1.12,0.14,0.31,,,,,,0.02,0.16,0.13,6018.0,186.8,134.7,,,,,Kepler-1255.xml
Kepler-1256,Kepler-1256,1.17,0.06,0.09,1.36,0.19,0.27,,,,,,0.05,0.08,0.09,6129.0,69.3,67.9,,,,,Kepler-1256.xml
Kepler-1257,Kepler-1257,0.90,0.05,0.06,0.87,0.07,0.10,,,,,,-0.09,0.18,0.15,5502.0,93.9,168.3,,,,,Kepler-1257.xml
Kepler-1258,Kepler-1258,0.99,0.06,0.05,0.99,0.08,0.15,,,,,,-0.07,0.18,0.14,5839.0,73.5,79.2,,,,,Kepler-1258.xml
Kepler-1259,Kepler-1259,0.80,0.05,0.04,0.77,0.04,0.04,,,,,,-0.07,0.17,0.14,5053.0,67.6,113.6,,,,,Kepler-1259.xml
Kepler-126,Kepler-126|KOI-260|KIC 8292840,1.1100,0.0560,0.0560,1.358,0.024,0.024,,,,,,,,,6239,94,94,,10.51,0.04,0.04,Kepler-126.xml
Kepler-1260,Kepler-1260,1.06,0.08,0.09,1.08,0.14,0.30,,,,,,0.01,0.18,0.14,5961.0,192.5,131.6,,,,,Kepler-1260.xml
Kepler-1261,Kepler-1261,0.82,0.04,0.03,0.77,0.03,0.03,,,,,,0.03,0.16,0.15,5006.0,44.5,48.3,,,,,Kepler-1261.xml
Kepler-1262,Kepler-1262,0.99,0.06,0.06,0.98,0.09,0.17,,,,,,-0.02,0.18,0.14,5771.0,103.4,101.7,,,,,Kepler-1262.xml
Kepler-1263,Kepler-1263,0.84,0.04,0.04,0.80,0.05,0.05,,,,,,-0.03,0.17,0.16,5213.0,74.4,61.9,,,,,Kepler-1263.xml
Kepler-1264,Kepler-1264,0.99,0.06,0.06,0.98,0.09,0.18,,,,,,-0.02,0.18,0.14,5791.0,145.2,109.2,,,,,Kepler-1264.xml
Kepler-1265,Kepler-1265,0.71,0.05,0.04,0.69,0.05,0.03,,,,,,-0.10,0.20,0.15,4630.0,41.2,42.6,,,,,Kepler-1265.xml
Kepler-1266,Kepler-1266,0.80,0.05,0.04,0.76,0.05,0.04,,,,,,-0.07,0.18,0.15,5044.0,51.0,49.2,,,,,Kepler-1266.xml
Kepler-1267,Kepler-1267,1.15,0.11,0.11,1.20,0.17,0.37,,,,,,0.07,0.14,0.15,6096.0,215.9,119.7,,,,,Kepler-1267.xml
Kepler-1268,Kepler-1268,1.06,0.06,0.08,1.09,0.12,0.36,,,,,,0.05,0.17,0.14,5904.0,79.2,68.9,,,,,Kepler-1268.xml
Kepler-1269,Kepler-1269,1.10,0.06,0.09,1.15,0.12,0.32,,,,,,0.07,0.14,0.14,5998.0,88.2,88.2,,,,,Kepler-1269.xml
Kepler-127,Kepler-127|KOI-271|KIC 9451706,1.2690,0.0400,0.0400,1.359,0.035,0.035,,,,,,,,,6106,106,106,,11.75,0.16,0.16,Kepler-127.xml
Kepler-1270,Kepler-1270,1.28,0.11,0.01,3.38,0.41,0.30,,,,,,-0.02,0.02,0.11,5047.0,34.2,40.2,,,,,Kepler-1270.xml
Kepler-1271,Kepler-1271,1.13,0.06,0.06,1.23,0.13,0.18,,,,,,-0.01,0.09,0.08,6143.0,88.5,81.4,,,,,Kepler-1271.xml
Kepler-1272,Kepler-1272,1.06,0.07,0.08,1.09,0.11,0.27,,,,,,0.06,0.16,0.14,5926.0,135.2,95.3,,,,,Kepler-1272.xml
Kepler-1273,Kepler-1273,0.94,0.05,0.04,0.91,0.06,0.12,,,,,,0.03,0.16,0.13,5566.0,71.2,77.5,,,,,Kepler-1273.xml
Kepler-1274,Kepler-1274,1.45,0.05,0.06,2.17,0.12,0.13,,,,,,0.11,0.07,0.08,6179.0,48.1,54.4,,,,,Kepler-1274.xml
Kepler-1275,Kepler-1275,1.23,0.13,0.21,1.36,0.23,0.60,,,,,,0.04,0.16,0.13,6296.0,214.9,202.9,,,,,Kepler-1275.xml
Kepler-1276,Kepler-1276,1.14,0.05,0.05,1.21,0.10,0.14,,,,,,-0.02,0.10,0.08,6188.0,55.2,65.2,,,,,Kepler-1276.xml
Kepler-1277,Kepler-1277,0.94,0.04,0.04,0.92,0.05,0.06,,,,,,-0.01,0.11,0.10,5578.0,68.7,82.2,,,,,Kepler-1277.xml
Kepler-1278,Kepler-1278,1.11,0.08,0.11,1.16,0.13,0.35,,,,,,0.02,0.16,0.13,6074.0,128.3,112.2,,,,,Kepler-1278.xml
